sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
55," Fran: You're beginning to sound like Mr.
Bud: Why not? Now that they're kicking me upstairs --
Fran: Couldn't happen to a nicer guy.
Bud: Really?
Fran: The characters you meet. Something happens to men in elevators. Must be the change of altitude -- the blood rushes to their head, or something -- boy, I could tell you stories --
Bud: I'd love to hear them. Maybe we could have lunch in the cafeteria sometime -- or some evening, after work --
Fran: Twenty-seven. ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Mr., boy, Fran might be addressed as ""Miss Kubelik"""
56," Fran: Good night.
Bud: Good night.
Bud: Oh -- Miss Kubelik.
Fran: You have?
Bud: I almost didn't recognize you --
Fran: How'd you make out on the twenty-
Bud: Great. Look -- have you seen The Music Man?
Fran: No.
Bud: Would you like to?
Fran: Sure.
Bud: I thought maybe we could have a bite to eat first -- and then --
Fran: You mean tonight?
Bud: Yeah.
Fran: I'm sorry, but I can't tonight. I'm meeting somebody.
Bud: Oh. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
57," Bud: I wasn't trying to be personal --
Fran: Just tell 'em -- now and then.
Bud: This date -- is it just a date --
Fran: It used to be serious -- at least I was -- but he wasn't -- so the whole thing is more or less kaputt.
Bud: Well, in that case, couldn't you -- ?
Fran: I'm afraid not. I promised to have a drink with him -- he's been calling me all week --
Bud: Oh, I understand. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
58," Bud: Well, it was just an idea -- I hate to see a ticket go to waste --
Fran: What time does the show go on?
Bud: Eight-thirty.
Fran: Well -- I could meet you at the theatre -- if that's all right.
Bud: All right? That's wonderful! It's the Majestic -- 44th Street.
Fran: Meet you in the lobby. Okay?
Bud: You know, I felt so lousy this morning -- a hundred and one fever -- then my promotion came up -- now you and I -- eleventh row center -- and you said I should have stayed in bed.
Fran: How is your cold?
Bud: What cold? And after the show, we could go out on the town --
Fran: So I see.
Bud: They got a great little band at El Chico, in the Village -- it's practically around the corner from where you live.
Fran: Sounds good.
Bud: Oh, I even know who you live with -- your sister and brother-in- ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
59," Fran: How come?
Bud: A couple of months ago I looked up your card in the group insurance file.
Fran: Oh.
Bud: I know your height, your weight and your Social Security number -- you had mumps, you had measles, and you had your appendix out.
Fran: Well, don't tell the fellows in the office about the appendix. They may get the wrong idea how you found out.
Bud: Eight-thirty! ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
60," Bud: Miss Kubelik.
Fran: Thank you.
Bud: What gave you that idea?
Fran: In the last six weeks you've only been in my elevator once -- and then you didn't take your hat off.
Bud: Well, as a matter of fact, I was rather hurt when you stood me up that night --
Fran: I don't blame you. It was unforgivable.
Bud: I forgive you.
Fran: You shouldn't.
Bud: You couldn't help yourself. I mean, when you're having a drink with one man, you can't just suddenly walk out on him because you have another date with another man. You did the only decent thing.
Fran: Don't be too sure. Just because I wear a uniform -- that doesn't make me a Girl Scout.
Bud: Miss Kubelik, one doesn't get to be a second administrative assistant around here unless he's a pretty good judge of character -- and as far as I'm concerned, you're tops. ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Girl Scout, Fran might be addressed as ""Miss Kubelik"""
61," Fran: Cheers.
Bud: One more?
Fran: I shouldn't drink when I'm driving.
Bud: You're so right.
Bud: By the power vested in me, I herewith declare this elevator out of order.
Fran: Why not?
Bud: Don't you believe it. Later on there will be human sacrifices --
Fran: How many of those drinks did you have?
Bud: Three.
Fran: I thought so.
Bud: You wait here. I think I hear the sound of running water. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
62," Bud: Why don't we step into any office?
Bud: Miss Kubelik, I would like your honest opinion. I've had this in my desk for a week -- cost me fifteen dollars -- but I just couldn't get up enough nerve to wear it --
Bud: It's what they call the junior executive model. What do you think?
Bud: Guess I made a boo-boo, huh?
Fran: No -- I like it.
Bud: Really? You mean you wouldn't be ashamed to be seen with somebody in a hat like this?
Fran: Of course not.
Bud: Maybe if I wore it a little more to the side --
Fran: Much better.
Bud: Well, as long as you wouldn't be ashamed to be seen with me -- how about the three of us going out this evening -- you and me and the bowler -- stroll down Fifth Avenue -- sort of break it in --
Fran: This is a bad day for me.
Bud: I understand. Christmas -- family and all that --
Fran: I'd better get back to my elevator.
Bud: Oh, you don't have to worry about that. I have quite a bit of influence in Personnel. You know Mr.
Fran: Why?
Bud: He and I are like this. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
63," Fran: Here.
Fran: What is it?
Bud: The mirror -- it's broken.
Fran: I know. I like it this way -- makes me look the way I feel.
Fran: Your phone.
Bud: Oh. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
64," Fran: What are you doing here?
Bud: Don't you remember? We were at the office party together --
Fran: Oh, yes -- office party -- Miss Olsen --
Bud: That's right. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
65," Bud: Yes, sir -- I understand.
Fran: I'm sorry.
Fran: I'm sorry, Mr. Baxter.
Bud: Miss Kubelik -- ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Mr., Miss, Fran might be addressed as ""Miss Kubelik"""
66," Bud: What kind of talk is that?
Fran: My head -- it feels like a big wad of chewing gum. What time is it?
Bud: Two o'clock.
Fran: Where's my dress? I have to go home.
Bud: You're in no condition to go anywhere -- except back to bed.
Fran: You don't want me here --
Bud: Sure I do. It's always nice to have company for Christmas.
Bud: Miss Kubelik, I'm stronger than you are --
Fran: I just want to go brush my teeth --
Bud: Oh -- of course. I think there's a new toothbrush somewhere.
Bud: Here -- put this on.
Bud: Here. How about some breakfast?
Fran: No -- I don't want anything.
Bud: I'll fix you some coffee.
Bud: Oh -- we're all out of coffee -- ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"dress, Miss, Fran might be addressed as ""Miss Kubelik"""
67," Bud: Who are you calling, Miss Kubelik?
Fran: My sister -- she'll want to know what happened to me.
Bud: Wait a minute -- let's talk this over first.
Fran: Well, I haven't figured it out, exactly.
Bud: You better figure it out -- exactly.
Fran: I'll tell her I spent the night with a friend.
Bud: Who?
Fran: Someone from the office.
Bud: And where are you now?
Fran: In his apartment.
Bud: His apartment?
Fran: I mean -- her apartment.
Bud: What's your friend's name?
Fran: Baxter.
Bud: What's her first name?
Fran: Miss.
Bud: When are you coming home?
Fran: As soon as I can walk.
Bud: Something wrong with your legs?
Fran: No -- it's my stomach.
Bud: Your stomach?
Fran: They had to pump it out.
Bud: Miss Kubelik, I don't think you ought to call anybody -- not till that chewing gum is out of your head.
Fran: But they'll be worried about me -- ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Miss, Fran might be addressed as ""Miss Kubelik"""
68," Bud: That's why we have to be careful --
Fran: Thanks for reminding me.
Bud: I didn't mean it that way -- I was just talking to him on the phone --
Fran: He doesn't give a damn about me.
Bud: Oh, you're wrong. He told me --
Fran: He's a liar. But that's not the worst part of it -- the worst part is -- I still love him.
Bud: Must be Mrs. Dreyfuss -- ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
69," Bud: Yes, I've got it.
Fran: Open it.
Bud: There's nothing here but a hundred dollar bill.
Fran: That's right. Will you see that Mr.
Bud: Sure.
Fran: Here -- take this, will you?
Bud: You want me to move the television set in here?
Fran: I'm not very good at it.
Bud: I am. Let me get the cards.
Fran: You don't have to entertain me.
Bud: Nothing I'd like better -- you know togetherness. Guess what I did last Christmas. Had an early dinner at the automat, then went to the zoo, then I came home and cleaned up after Mr. Eichelberger -- he had a little eggnog party here. I'm way ahead this year.
Bud: Three across, spades double, high deals. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
70," Fran: I think I'm going to give it all up.
Bud: Give what up?
Fran: Why do people have to love people, anyway?
Bud: Yeah -- I know what you mean.
Fran: I don't want it.
Bud: Pick a card.
Fran: What do you call it when somebody keeps getting smashed up in automobile accidents?
Bud: A bad insurance risk?
Fran: That's me with men. I've been jinxed from the word go -- first time I was ever kissed was in a cemetery.
Bud: A cemetery?
Fran: I was fifteen -- we used to go there to smoke. His name was George -- he threw me over for a drum majorette.
Bud: Gin.
Bud: Thirty-six and twenty-five -- ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
71," Bud: Too slow?
Fran: Oh. I can type up a storm, but I can't spell. So they gave me a pair of white gloves and stuck me in an elevator -- that's how I met Jeff --
Bud: You better win a hand -- you're on a blitz.
Fran: Was he really upset when you told him?
Bud: Mr. Sheldrake? Oh, yes. Very.
Fran: Maybe he does love me -- only he doesn't have the nerve to tell his wife.
Bud: I'm sure that's the explanation.
Fran: You really think so?
Bud: No doubt about it.
Fran: Can I have that pad and the pencil?
Fran: I'm going to write a letter to Mrs.
Bud: You are?
Fran: As one woman to another -- I'm sure she'll understand --
Bud: Miss Kubelik, I don't think that's such a good idea.
Fran: Why not?
Bud: Well, for one thing, you can't spell. And secondly -- if you did something like that -- you'd hate yourself.
Fran: I don't like myself very much anyway.
Bud: Pick up your cards and let's go.
Fran: Do I have to?
Bud: You bet. I got a terrific hand.
Bud: You sure you want to throw that card?
Fran: Sure.
Bud: Gin.
Bud: Fifty-two and twenty-five -- that's seventy-seven -- spades is double -- ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Miss, Fran might be addressed as ""Miss Kubelik"""
72," Fran: Who was that?
Bud: Just somebody delivering a bottle of champagne. Like some?
Fran: Would you mind opening the window?
Bud: Now don't go getting any ideas, Miss Kubelik.
Fran: I just want some fresh air.
Bud: It's only one story down -- the best you can do is break a leg.
Fran: So they'll shoot me -- like a horse.
Bud: Please, Miss Kubelik, you got to promise me you won't do anything foolish.
Fran: Who'd care?
Bud: I would.
Fran: Why can't I ever fall in love with somebody nice like you?
Bud: Yeah. Well -- that's the way it crumbles, cookie-wise. Go to sleep. ",Bud,Fran,Lovers,The Apartment,Male,Female,0,White,White,"Miss, Fran might be addressed as ""Miss Kubelik"""
73," Bud: There's a call for you --
Fran: For me?
Fran: I don't want to talk to him.
Bud: I think you should. I have to run down to the grocery anyway -- all that's left around here is one frozen pizza -- ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"Fran might be addressed as ""Miss Kubelik"""
74," Bud: Are you all right?
Fran: Sure.
Bud: Gas.
Fran: Yes. I was boiling some water to get the coffee stains out of my dress.
Bud: You turned it on -- but you didn't light it.
Fran: Are you supposed to?
Bud: In this house, you're supposed to.
Fran: Oh. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"dress? Fran might be addressed as ""Miss Kubelik"""
75," Bud: What are you doing with that?
Fran: I was washing my stockings, so I decided I might as well do your socks.
Bud: Thank you.
Fran: It's very curious -- I could only find three and a half pair.
Bud: Well, things are a little disorganized around here. ",Bud,Fran,Lovers,The Apartment,Male,Female,1,White,White,"stockings? Fran might be addressed as ""Miss Kubelik"""
